GO_Term	IcSeco
http://purl.obolibrary.org/obo/GO_0075518	1.0
http://purl.obolibrary.org/obo/GO_0075519	0.898551983823744
http://purl.obolibrary.org/obo/GO_0002550	1.0
http://purl.obolibrary.org/obo/GO_0099508	1.0
http://purl.obolibrary.org/obo/GO_0099509	0.8345454119773457
http://purl.obolibrary.org/obo/GO_0099506	1.0
http://purl.obolibrary.org/obo/GO_0099507	1.0
http://purl.obolibrary.org/obo/GO_0002559	1.0
http://purl.obolibrary.org/obo/GO_0099504	1.0
http://purl.obolibrary.org/obo/GO_0051562	1.0
http://purl.obolibrary.org/obo/GO_0051563	0.898551983823744
http://purl.obolibrary.org/obo/GO_0099505	1.0
http://purl.obolibrary.org/obo/GO_0051560	0.898551983823744
http://purl.obolibrary.org/obo/GO_0099502	1.0
http://purl.obolibrary.org/obo/GO_0099503	0.6890572904069292
http://purl.obolibrary.org/obo/GO_0051561	1.0
http://purl.obolibrary.org/obo/GO_0075510	1.0
http://purl.obolibrary.org/obo/GO_0002522	0.9359934281536016
http://purl.obolibrary.org/obo/GO_0051577	1.0
http://purl.obolibrary.org/obo/GO_0002523	0.9359934281536016
http://purl.obolibrary.org/obo/GO_0051578	1.0
http://purl.obolibrary.org/obo/GO_0002524	0.7873747707260227
http://purl.obolibrary.org/obo/GO_0051575	1.0
http://purl.obolibrary.org/obo/GO_0002525	1.0
http://purl.obolibrary.org/obo/GO_0051576	1.0
http://purl.obolibrary.org/obo/GO_0002520	1.0
http://purl.obolibrary.org/obo/GO_0051579	1.0
http://purl.obolibrary.org/obo/GO_0002521	0.603810549655445
http://purl.obolibrary.org/obo/GO_0051570	0.7971039676474881
http://purl.obolibrary.org/obo/GO_0002526	0.7281047224124808
http://purl.obolibrary.org/obo/GO_0051573	0.898551983823744
http://purl.obolibrary.org/obo/GO_0051574	0.898551983823744
http://purl.obolibrary.org/obo/GO_0002527	1.0
http://purl.obolibrary.org/obo/GO_0002528	1.0
http://purl.obolibrary.org/obo/GO_0051571	0.9359934281536016
